lon,lat,lanid12,lanid17,mirad12,mirad17,aim12,aim17,aim_valid
-123.1,40.5,0,0,0,0,0,0,0
-123.1,41.1,0,0,0,0,0,0,0
-123.1,41.7,0,0,0,0,0,0,0
-123.1,42.1,87.7543792724609,81.5848541259766,61.606746673584,56.25,0,0,0
-123.1,42.3,505.366516113281,524.597412109375,602.670166015625,605.828796386719,0,0,0
-123.1,42.5,635.75927734375,666.966430664063,1284.470703125,1199.74475097656,0,0,0
-123.1,42.9,185.441268920898,130.941024780273,105.98657989502,39.205680847168,0,0,0
-123.1,43.1,40.8600006103516,29.9951896667481,43.75,68.75,0,0,0
-123.1,43.3,535.305847167969,409.776947021484,312.5,372.594390869141,0,0,0
-123.1,43.5,59.0906753540039,51.024787902832,131.25,75,0,0,0
-123.1,43.7,60.4026298522949,45.8959808349609,159.716644287109,208.63639831543,0,0,0
-123.1,43.9,697.271423339844,975.464904785156,214.857437133789,586.326721191406,0,0,0
-123.1,44.1,1856.8955078125,2297.83154296875,957.903015136719,1570.31616210938,0,0,0
-123.1,44.3,3692.91381835938,5418.0107421875,3168.2890625,4599.5693359375,0,0,0
-123.1,44.5,6500.58984375,7895.04345703125,3445.61108398438,5337.42138671875,0,0,0
-123.1,44.7,4092.07421875,5457.5068359375,3454.72802734375,5024.814453125,0,0,0
-123.1,44.9,2699.94067382813,2712.68676757813,2133.38256835938,3481.0947265625,0,0,0
-123.1,45.1,4724.09423828125,5401.09814453125,2956.42309570313,3369.6806640625,0,0,0
-123.1,45.3,2551.66796875,3159.9501953125,2593.81274414063,2960.97680664063,0,0,0
-123.1,45.5,4284.35400390625,3873.66088867188,3403.3359375,2774.19848632813,0,0,0
-123.1,45.7,1336.669921875,1084.244140625,1452.14892578125,1137.56237792969,0,0,0
-123.1,45.9,0,0,12.5,18.75,0,0,0
-123.1,46.1,387.671752929688,349.118774414063,98.4821701049805,62.5,0,0,0
-123.1,46.3,10.3500003814697,0,383.724700927734,131.530242919922,0,0,0
-123.1,46.5,152.992279052734,171.324111938477,141.516143798828,203.29670715332,0,0,0
-123.1,46.7,357.873565673828,417.561187744141,446.996063232422,438.163757324219,0,0,0
-123.1,46.9,430.920318603516,497.82275390625,585.391235351563,652.698974609375,0,0,0
-123.1,47.1,16.3799991607666,9.53999996185303,85.297966003418,118.97248840332,0,0,0
-123.1,47.3,159.300003051758,172.440002441406,12.5,12.5,0,0,0
-123.1,47.9,4.05000019073486,4.05000019073486,0,0,0,0,0
-123.1,48.1,540.250732421875,460.600738525391,412.5,475,0,0,0
-123.1,48.5,0,0,12.5,43.75,0,0,0
-122.9,38.1,0,0,71.259521484375,65.009521484375,0,0,0
-122.9,38.3,401.322479248047,439.384887695313,91.8109283447266,235.424209594727,0,0,0
-122.9,38.5,6202.1357421875,6526.96533203125,6735.50390625,7806.427734375,0,0,0
-122.9,38.7,7485.7646484375,7846.671875,7467.78271484375,8165.36083984375,0,0,0
-122.9,38.9,799.066589355469,916.561645507812,481.473937988281,562.723937988281,0,0,0
-122.9,39.1,921.1435546875,801.038391113281,1784.07263183594,2009.07263183594,0,0,0
-122.9,41.3,400.523284912109,355.264373779297,436.766571044922,363.913818359375,0,0,0
-122.9,41.5,8679.4697265625,7334.85302734375,9123.1533203125,7847.51220703125,0,0,0
-122.9,41.7,2340.3671875,1993.59155273438,2283.75952148438,1880.76916503906,0,0,0
-122.9,41.9,8.81999969482422,8.81999969482422,62.5237045288086,37.5,0,0,0
-122.9,42.1,12.415620803833,10.1251497268677,11.118857383728,0,0,0,0
-122.9,42.3,2759.47973632813,2595.17163085938,3780.59228515625,3457.60034179688,0,0,0
-122.9,42.5,3324.65942382813,3471.81640625,4169.513671875,4512.3896484375,0,0,0
-122.9,43.7,26.3700008392334,17.5499992370605,40.5263862609863,18.75,0,0,0
-122.9,43.9,630.268676757813,633.738037109375,566.392578125,652.224792480469,0,0,0
-122.9,44.1,127.391395568848,134.814041137695,312.5,325,0,0,0
-122.9,44.3,125.012977600098,369.348449707031,214.587265014648,410.357727050781,0,0,0
-122.9,44.5,811.494567871094,1231.08630371094,1284.30883789063,2355.310546875,0,0,0
